Product_ID,Product_Category,Launch_Region,Development_Cost,Launch_Marketing_Spend,Unit_Selling_Price,Unit_Production_Cost,First_Year_Units_Sold,Distribution_Coverage,Customer_Rating,First_Year_Profit
PRD-3045,Personal Audio,Europe,97000,81000,75.15,25.18,40600,0.79,4.7,1850782.0000000002
PRD-2991,Health & Fitness,North America,171000,111000,127.19,46.2,26500,0.8,4.5,1864235
PRD-3394,Personal Audio,Asia-Pacific,97000,64000,56.99,19.11,46200,0.82,4.7,1589056.0000000002
PRD-2668,Home Automation,Asia-Pacific,253000,133000,213.47,80.56,13700,0.74,4.5,1434867
PRD-1122,Smart Home,Europe,153000,102000,158.47,63.8,13600,0.81,4,1032512
PRD-1663,Health & Fitness,Asia-Pacific,127000,92000,93.59,31.53,26600,0.78,4.9,1431796
PRD-1364,Wearable Tech,North America,342000,214000,304.98,120.75,21100,0.93,4.2,3331253.0000000005
PRD-2469,Consumer Electronics,Asia-Pacific,350000,223000,328.57,123.22,21300,0.85,5,3800955
PRD-1698,Office Equipment,North America,90000,48000,62.57,24.96,13600,0.73,3.5,373496
PRD-2681,Consumer Electronics,North America,285000,191000,215.99,81.59,14600,0.84,4.1,1486240
PRD-1413,Outdoor Tech,North America,191000,141000,185.25,62.72,12000,0.77,4.7,1138360
PRD-2635,Personal Audio,Latin America,75000,46000,48.99,18.5,22000,0.69,3.9,549780
PRD-2659,Smart Home,Middle East,185000,106000,208.05,80.08,8300,0.53,3.7,771151
PRD-1002,Smart Home,Europe,180000,120000,149.5,58,12500,0.75,4.3,843750
PRD-1979,Health & Fitness,Middle East,155000,94000,133.44,56.16,7900,0.6,3.9,361512
PRD-2079,Consumer Electronics,Asia-Pacific,363000,198000,299.86,115.9,22600,0.85,,3596496
PRD-1041,Health & Fitness,North America,155000,119000,123.59,42.42,23800,0.8,4.3,1657846
PRD-2594,Wearable Tech,North America,294000,187000,269.1,103.5,21100,1.27,4.8,3013160.0000000005
PRD-2233,Health & Fitness,Asia-Pacific,112000,89000,90.89,35.43,28600,0.78,4.4,1385156
PRD-2849,Health & Fitness,Middle East,117000,81000,150.12,53.04,6100,0.6,3.6,394188.0000000001
PRD-1116,Gaming Gear,Middle East,,138000,172.89,77.04,5800,0.5,4.4,208929.99999999988
PRD-1185,Personal Audio,Europe,97000,81000,84.75,29.15,31900,0.79,3.9,1595640
PRD-1078,Home Automation,Asia-Pacific,258000,149000,201.5,82.84,16000,0.74,4.1,1491560
PRD-2005,Personal Audio,Latin America,64000,40000,48.99,18.5,17300,0.69,3.7,423477
PRD-2961,Health & Fitness,North America,150000,103000,112.79,39.9,24300,0.8,4.7,1518227.0000000005
PRD-1633,Health & Fitness,Asia-Pacific,110000,85000,82.79,33.48,24100,0.78,5,993371.0000000002
PRD-2111,Consumer Electronics,North America,240000,196000,179.99,71.99,-13500,0.84,4.6,1022000.0000000002
PRD-2009,Health & Fitness,Middle East,132000,75000,150.12,53.04,5700,0.6,3.7,346356.0000000001
PRD-1386,Gaming Gear,Middle East,213000,151000,178.59,68.4,5800,0.5,3.7,275102
PRD-2154,Kitchen Appliances,North America,251000,154000,236.85,89.89,15200,0.83,4.9,1828791.9999999995
PRD-2792,Wearable Tech,Europe,286000,,233.58,92.4,17100,0.77,4.7,1977178
PRD-2838,Office Equipment,North America,69000,45000,58.7,25.68,15800,0.73,3.6,407716.00000000006
PRD-2520,Consumer Electronics,Latin America,184000,106000,150.39,58.9,9100,0.61,4.7,542558.9999999998
PRD-1721,Consumer Electronics,North America,250000,176000,203.99,83.99,14400,0.84,5,1302000.0000000002
PRD-2435,Kitchen Appliances,Europe,206000,144000,264.18,103.95,12800,0.84,4.1,1700944.0000000002
PRD-2441,Consumer Electronics,North America,238000,187000,191.99,86.39,16100,0.84,4.6,1275160.0000000002
PRD-1058,Home Automation,Europe,311000,187000,222.27,90.09,17200,0.77,4.8,1775496
PRD-2830,Health & Fitness,Latin America,110000,63000,91.54,37.08,12700,0.74,4.1,518642.0000000001
PRD-1735,Personal Audio,Latin America,63000,600000,47.49,-16.84,17500,0.69,3.5,423375
PRD-2429,Health & Fitness,Middle East,146000,91000,150.12,53.04,5900,0.6,4.2,335772.0000000001
PRD-2802,Smart Home,Europe,169000,119000,158.47,63.8,10000,0.81,3.8,658700
PRD-3342,Smart Home,Europe,176000,106000,136.05,62.06,14900,0.81,4.6,820451.0000000002
PRD-2214,Kitchen Appliances,North America,244000,132000,243.75,97.9,11900,0.83,4.5,1359615
PRD-3373,Health and Fitness,Asia-Pacific,118000,84000,85.49,29.58,32500,0.78,4.5,1615075
PRD-1361,Consumer Electronics,North America,218000,171000,209.99,74.39,16700,0.84,4.1,1875520.0000000005
PRD-3079,Smart Home,Middle East,150000,127000,208.05,80.08,8500,0.53,4.2,810745
PRD-1727,Gaming Gear,Asia-Pacific,229000,179000,172.79,73.44,23300,0.74,4.5,1906855
PRD-2683,Health & Fitness,Asia-Pacific,103000,86000,82.79,33.48,31900,0.78,4.7,1383989.0000000002
PRD-2180,Consumer Electronics,Europe,364000,322000,523.95,181.35,9000,0.86,4.9,2397400
PRD-1450,Health & Fitness,Latin America,118000,65000,106.47,38.16,12200,0.74,4.5,650382
PRD-2565,Personal Audio,Europe,90000,78000,72.75,28.36,33300,0.79,4.6,1310187
PRD-1115,Kitchen Appliances,Europe,216000,176000,256.41,95.04,14700,0.84,4.1,1980139
PRD-2510,Consumer Electronics,Europe,360000,308000,449.1,175.5,10900,0.86,4.9,2314240.0000000005
PRD-2093,Outdoor Tech,Europe,190000,127000,204.12,75.48,8600,0.61,3.9,789303.9999999998
PRD-3091,Smart Home,North America,338000,246000,290.16,101.85,25200,0.95,4.4,4161412.000000001
PRD-3106,Kitchen Appliances,Latin America,119000,72000,141.9,50.76,7700,0.69,3.7,510778.0000000001
PRD-2346,Gaming Gear,Middle East,179000,120000,189.99,66.24,5800,0.5,3.9,418750.0000000001
PRD-1508,Home Automation,Europe,292000,179000,250.95,84.63,19300,0.77,5,2738976
PRD-1206,Gaming Gear,Middle East,170000,128000,201.39,79.2,5000,0.5,3.8,312949.9999999999
PRD-1327,Office Equipment,Latin America,88000,48000,77.48,27.16,8300,0.6,3.5,281656.00000000006
PRD-1477,Office Equipment,Latin America,95000,53000,75.25,30.52,8600,0.6,3.6,236678.00000000006
PRD-3236,Gaming Gear,North America,329000,248000,345.51,129.6,24600,0.89,5,4734386
PRD-2571,Health & Fitness,North America,156000,91000,127.19,46.2,25700,0.8,4,1834442.9999999998
PRD-1733,Outdoor Tech,Europe,165000,124000,170.1,66.6,9900,0.61,4.1,735650
PRD-2085,Personal Audio,Europe,84000,75000,87.15,25.97,40300,0.79,4.5,2306554.0000000005
PRD-3408,Office Equipment,North America,83000,44000,70.31,23.52,17000,0.73,4.2,668430.0000000001
PRD-3311,Consumer Electronics,North America,245000,158000,215.99,81.59,12200,0.84,4.3,1236680
PRD-1576,Kitchen Appliances,Latin America,161000,94000,138.03,57.24,10800,0.69,4,617531.9999999999
PRD-2858,Home Automation,Europe,234000,157000,236.61,87.36,18400,0.77,4.9,2355200
PRD-1449,Consumer Electronics,Asia-Pacific,314000,239000,299.86,115.9,17200,0.85,4.3,2611112
PRD-2223,Outdoor Tech,North America,202000,140000,164.85,66.56,11700,0.77,4.8,807993
PRD-1654,Personal Audio,Asia-Pacific,92000,64000,55.19,21.63,33600,0.82,4.2,971616
PRD-1054,Personal Audio,Asia-Pacific,91000,61000,62.39,20.37,44100,0.82,4.9,1701081.9999999998
PRD-1369,Smart Home,Middle East,163000,102000,227.76,85.36,7000,0.53,4.6,731799.9999999999
PRD-1554,Kitchen Appliances,North America,249000,146000,216.15,84.55,12900,0.83,4.5,1302640.0000000002
PRD-1796,Gaming Gear,North America,364000,,314.1,121.5,20100,0.89,4.8,3289260.0000000005
PRD-1659,Consumer Electronics,Asia-Pacific,330000,225000,299.86,115.9,21900,0.85,5,3473724
PRD-2864,Wearable Tech,North America,301000,208000,278.07,113.85,20900,0.93,4.1,2923198
PRD-2159,Health & Fitness,,143000,82000,145.95,48.36,6000,0.6,3.8,360539.9999999999
PRD-1705,Personal Audio,Latin America,75000,46000,51.99,17.95,15800,0.69,3.5,416832.0000000001
PRD-3421,Smart Home,North America,335000,235000,306.9,98.7,29600,0.95,4.4,5592720
PRD-2601,Health & Fitness,North America,131000,100000,116.39,43.68,27900,0.8,4.9,1797609.0000000002
PRD-2116,Kitchen Appliances,Latin America,123000,85000,118.68,55.62,10600,0.69,3.7,460436.0000000001
PRD-1983,Outdoor Tech,North America,167000,138000,180.15,70.4,12900,0.77,4.2,1110775
PRD-1736,Gaming Gear,North America,375000,,376.92,137.7,16400,0.89,5,3293208.0000000005
PRD-2461,Smart Home,North America,291000,218000,290.16,101.85,29400,0.95,4.2,5027314.000000001
PRD-2602,Wearable Tech,Asia-Pacific,291000,165000,274.45,92.12,17100,0.8,4.4,2661842.9999999995
PRD-2689,Smart Home,Middle East,157000,114000,234.33,93.28,6000,0.53,4.6,575300.0000000001
PRD-3252,Smart Home,Europe,157000,114000,145.02,60.32,11500,0.81,4.1,703050.0000000002
PRD-2114,Wearable Tech,North America,272000,179000,322.92,117.3,17300,0.93,4.7,3106226
PRD-2292,Smart Home,Europe,187000,104000,136.05,62.06,11400,0.81,3.9,552486.0000000001
PRD-1511,Consumer Electronics,North America,238000,187000,203.99,83.99,17300,0.84,4.2,1651000.0000000002
PRD-3212,Wearable Tech,Europe,231000,184000,233.58,92.4,11600,0.77,4.1,1222688
PRD-2317,Office Equipment,Latin America,86000,57000,75.25,30.52,9000,0.6,3.5,259570.00000000006
PRD-1409,Health & Fitness,,,97000,137.61,49.92,7400,0.6,4.4,420906.0000000001
PRD-2877,Office Equipment,Europe,108000,57000,83.66,32.3,11300,0.78,4.2,415368
PRD-3103,Health & Fitness,Asia-Pacific,115000,104000,82.79,33.48,32800,0.78,5,1398368.0000000002
PRD-2889,Consumer Electronics,Asia-Pacific,281000,,328.57,123.22,21900,0.85,4.6,4020165
PRD-3247,Office Equipment,Latin America,86000,57000,70.78,25.48,8400,0.6,3.9,237520
PRD-1180,Health & Fitness,Latin America,116000,58000,103.48,34.92,12300,0.74,4.1,669288
PRD-1125,Personal Audio,Europe,100000,69000,82.35,26.77,39900,0.79,4.3,2048642
PRD-1982,Wearable Tech,Europe,270000,152000,212.97,87.12,11600,0.77,4.6,1037860
PRD-2128,Home Automation,Asia-Pacific,244000,150000,201.5,82.84,14000,0.74,4.8,1267240
PRD-1844,Wearable Tech,North America,365000,223000,313.95,106.95,17500,0.93,4.3,3034500
PRD-2022,Smart Home,Europe,184000,130000,162.96,56.84,11500,0.81,4.6,906380
PRD-1605,Personal Audio,Europe,106000,72000,84.75,29.15,32900,0.79,4.4,1651240
PRD-3194,Wearable Tech,North America,298000,197000,296.01,110.4,16600,0.93,4.1,2586125.9999999995
PRD-1504,Personal Audio,Asia-Pacific,85000,59000,56.99,19.11,49100,0.82,4.1,1715908.0000000002
PRD-2264,Wearable Tech,North America,298000,197000,313.95,106.95,18000,0.93,4.8,3231000
PRD-2269,Smart Home,Middle East,140000,94000,234.33,93.28,5800,0.53,4.1,584090.0000000001
PRD-2258,Home Automation,Europe,316000,205000,215.1,81.9,15600,0.77,4.5,1556919.9999999998
PRD-1071,Health & Fitness,North America,129000,95000,112.79,-39.9,26000,0.8,4.1,1671140.0000000005
PRD-1305,Personal Audio,Europe,91000,82000,72.75,28.36,-30100,0.79,4.2,1163139
PRD-1914,Kitchen Appliances,North America,209000,151000,209.25,95.23,16600,0.83,4.3,1532732
PRD-2790,Consumer Electronics,Latin America,187000,117000,155.19,64.48,9000,0.61,4,512390
PRD-1564,Personal Audio,Asia-Pacific,82000,68000,58.79,21,39500,0.82,4.8,1342705
PRD-1384,Personal Audio,Asia-Pacific,90000,58000,65.99,19.74,34000,0.82,4.9,1424500
PRD-1440,Consumer Electronics,Latin America,170000,131000,164.79,62.62,9400,0.61,4.2,659397.9999999999
PRD-1725,Personal Audio,Europe,101000,73000,72.75,28.36,31200,0.79,4.7,1210968
PRD-3039,Consumer Electronics,Asia-Pacific,307000,216000,319,112.24,22800,0.85,4.7,4191128
PRD-1874,Wearable Tech,North America,310000,239000,287.04,124.2,19100,0.93,4.1,2561244.0000000005
PRD-2400,Consumer Electronics,Latin America,194000,105000,174.39,60.76,9500,0.61,4.4,780485
PRD-1784,Wearable Tech,North America,275000,189000,304.98,120.75,21700,0.93,4.7,3533791.0000000005
PRD-2932,Wearable Tech,Asia-Pacific,288000,215000,237.03,89.18,20000,0.8,4.4,2454000
PRD-2920,Health & Fitness,Latin America,89000,58000,106.47,38.16,11100,0.74,4.6,611241
PRD-3414,Kitchen Appliances,North America,249000,146000,236.85,89.89,16500,0.83,4.2,2029839.9999999995
PRD-2484,Kitchen Appliances,North America,249000,146000,250.65,87.22,11800,0.83,4.9,1533474
PRD-1888,Home Automation,Asia-Pacific,200000,147000,219.45,71.44,15600,0.74,4.2,1961956
PRD-2905,Personal Audio,,76000,50000,50.49,20.17,21900,0.69,4.3,538008
PRD-1345,Personal Audio,Latin America,66000,45000,53.49,19.61,18600,0.69,3.7,519168
PRD-1104,Kitchen Appliances,North America,196000,152000,236.85,89.89,17000,0.83,4.2,2150319.9999999995
PRD-1945,Personal Audio,Latin America,67000,47000,47.49,16.84,21700,0.69,4.1,551105
PRD-1088,Home Automation,Europe,264000,202000,250.95,84.63,18700,0.77,4.6,2644184
PRD-1251,Health & Fitness,North America,162000,112000,123.59,42.42,29200,0.8,4,2096164
PRD-3232,Wearable Tech,Asia-Pacific,246000,190000,274.45,92.12,14400,0.8,4.6,2189552
PRD-2657,Gaming Gear,Asia-Pacific,229000,179000,161.99,61.2,21600,0.74,4.9,1769064
PRD-3144,Kitchen Appliances,North America,244000,132000,229.95,81.88,16600,0.83,4.9,2081962
PRD-1264,Personal Audio,Asia-Pacific,95000,58000,62.39,20.37,36100,,4.6,1363921.9999999998
PRD-2658,Office Equipment,North America,76000,52000,66.44,24.24,13800,0.73,3.7,454360
PRD-1909,Smart Home,Middle East,170000,124000,240.9,82.72,6800,0.53,4.3,781624
PRD-3151,Smart Home,North America,329000,213000,298.53,111.3,29900,0.95,5,5056176.999999999
PRD-1405,Personal Audio,Latin America,64000,52000,54.99,17.39,22000,0.69,3.5,711200
PRD-3214,Personal Audio,Asia-Pacific,78000,53000,64.19,22.26,40700,0.82,,1575550.9999999998
PRD-1045,Personal Audio,Latin America,76000,50000,45.99,19.06,17100,0.69,3.5,334503.00000000006
PRD-3313,Health & Fitness,Asia-Pacific,121000,98000,82.79,33.48,27400,0.78,4.9,1132094.0000000002
PRD-2665,Personal Audio,Latin America,63000,50000,54.99,17.39,16000,0.69,3.7,488600
PRD-2945,Kitchen Appliances,Europe,257000,163000,248.64,106.92,11400,0.84,4,1195607.9999999998
PRD-2201,Consumer Electronics,North America,268000,184000,209.99,74.39,17600,0.84,5,1934560.0000000005
PRD-2193,Outdoor Tech,North America,176000,130000,180.15,70.4,10600,0.77,3.9,857350
PRD-1173,Outdoor Tech,North America,213000,139000,164.85,66.56,13200,0.77,4.1,945428
PRD-2321,Consumer Electronics,North America,253000,185000,179.99,71.99,16800,0.84,4.3,1376400.0000000002
PRD-2291,Consumer Electronics,North America,218000,171000,197.99,76.79,15500,0.84,4.5,1489600
PRD-2722,Wearable Tech,Asia-Pacific,274000,167000,237.03,89.18,16300,0.8,4.7,1968955
PRD-2782,Wearable Tech,Asia-Pacific,266000,198000,244.51,98,19300,0.8,4.3,2363643
PRD-1821,Health & Fitness,North America,143000,109000,119.99,38.64,20800,0.8,4.6,1440079.9999999998
PRD-1406,Gaming Gear,North America,378000,268000,355.98,141.75,21300,0.89,5,3917099
PRD-2765,Kitchen Appliances,Europe,204000,136000,279.72,100.98,15000,0.84,4.1,2341100
PRD-1456,Kitchen Appliances,Latin America,126000,94000,130.29,58.86,11300,0.69,3.7,587158.9999999999
PRD-2940,Consumer Electronics,Latin America,201000,128000,150.39,58.9,9300,0.61,4.1,521856.99999999977
PRD-3238,Home Automation,Asia-Pacific,223000,177000,207.48,73.72,14800,0.74,4,1579647.9999999998
PRD-1025,Kitchen Appliances,Europe,240000,160000,259,99,13200,0.82,4.5,1712000
PRD-1249,Smart Home,Middle East,173000,101000,214.62,88,7300,0.53,4.3,650326
PRD-1287,Office Equipment,Europe,110000,64000,97.01,33.32,13400,0.78,3.8,679446.0000000001
PRD-2626,Kitchen Appliances,Latin America,153000,95000,138.03,57.24,9600,0.69,7.3,527583.9999999999
PRD-2647,Office Equipment,Latin America,85000,54000,79.72,29.68,7200,0.6,3.5,221288
PRD-1209,Consumer Electronics,Asia-Pacific,353000,235000,328.57,123.22,19400,0.85,4.8,3395790
PRD-1947,Office Equipment,Europe,108000,57000,89,31.28,12400,0.78,3.8,550728
PRD-1194,Kitchen Appliances,North America,220000,142000,223.05,92.56,15100,0.83,4.7,1608399.0000000002
PRD-1512,Smart Home,Europe,202000,115000,140.53,55.1,12900,0.81,4.7,785047
PRD-2127,Office Equipment,Europe,98000,68000,97.01,33.32,14200,0.78,3.7,738398.0000000001
PRD-3361,Smart Home,North America,344000,200000,298.53,111.3,25000,0.95,4.8,4136749.999999999
PRD-2139,Consumer Electronics,Asia-Pacific,353000,235000,309.43,126.88,17600,0.85,5,2624880
PRD-3111,Health & Fitness,North America,162000,112000,109.19,44.94,25200,0.8,4.8,1345100
PRD-3134,Wearable Tech,North America,307000,229000,287.04,124.2,20700,0.93,4.5,2834788.0000000005
PRD-1064,Wearable Tech,North America,291000,242000,322.92,117.3,19700,0.93,4,3517714
PRD-3210,Consumer Electronics,Latin America,151000,104000,155.19,64.48,9300,0.61,4.5,588603
PRD-2773,Health & Fitness,Asia-Pacific,116000,,96.29,34.45,28000,0.78,5,1507520
PRD-1533,,North America,179000,143000,159.75,60.8,11400,0.77,3.9,806030
PRD-1613,Outdoor Tech,Europe,177000,122000,198.45,68.82,6800,0.61,3.8,582484
PRD-2387,Gaming Gear,Asia-Pacific,225000,163000,194.39,69.36,21800,0.74,4.5,2337653.9999999995
PRD-3355,Personal Audio,Latin America,71000,49000,45.99,19.06,16300,0.69,3.5,318959.00000000006
PRD-2052,Smart Home,Europe,153000,102000,149.5,53.36,12600,0.81,4.4,956364
PRD-1812,Smart Home,Europe,175000,137000,162.96,56.84,13900,0.81,3.8,1163068
PRD-1729,Smart Home,Middle East,185000,106000,221.19,95.92,5900,0.53,4.4,448093
PRD-3229,Smart Home,Middle East,163000,102000,201.48,90.64,5800,0.53,4.3,377871.9999999999
PRD-2457,Office Equipment,Europe,97000,65000,83.66,32.3,16600,0.78,3.7,690576
PRD-1187,Gaming Gear,Asia-Pacific,221000,147000,161.99,61.2,23800,0.74,4.8,2030802
PRD-1304,Wearable Tech,North America,352000,181000,296.01,110.4,17800,0.93,4.6,2770857.9999999995
PRD-1672,Wearable Tech,Asia-Pacific,291000,165000,237.03,89.18,18500,0.8,4,2279225
PRD-2712,Smart Home,Europe,205000,127000,136.05,62.06,11800,0.81,4.4,541082.0000000001
PRD-1441,Smart Home,North America,353000,233000,265.05,95.55,24400,0.95,4.4,3549800
PRD-1083,Outdoor Tech,North America,192000,109000,175.05,64.64,10000,0.77,4.7,803100
PRD-3064,Personal Audio,Asia-Pacific,98000,67000,65.99,19.74,39100,0.82,,1643375
PRD-3211,Smart Home,North America,319000,249000,306.9,98.7,23900,0.95,4.7,4407980
PRD-2444,Wearable Tech,North America,368000,233000,278.07,113.85,20400,0.93,4.7,2749088
PRD-2693,Outdoor Tech,Europe,192000,134000,181.44,79.92,9900,0.61,4.3,679048
PRD-1624,Personal Audio,Asia-Pacific,80000,59000,60.59,22.89,47000,0.82,4.4,1632900.0000000002
PRD-3329,Health & Fitness,Middle East,127000,84000,125.1,46.8,7500,0.6,3.7,376250
PRD-2654,Wearable Tech,North America,285000,221000,278.07,113.85,16900,0.93,4.4,2269318
PRD-2910,CONSUMER ELECTRONICS,Latin America,177000,118000,164.79,62.62,8500,0.61,4.3,573444.9999999999
PRD-1186,Kitchen Appliances,Latin America,123000,85000,126.42,54,11400,0.69,4.4,617588
PRD-1246,Kitchen Appliances,Latin America,119000,72000,130.29,58.86,9200,0.69,4,466155.9999999999
PRD-3496,Kitchen Appliances,Latin America,157000,82000,126.42,54,11000,0.69,4.4,557620
PRD-1949,,Middle East,136000,88000,145.95,48.36,7300,0.6,4.1,488406.9999999999
PRD-3397,Office Equipment,Latin America,93000,62000,68.54,28.84,8700,0.6,4,190390
PRD-1926,Gaming Gear,Middle East,220000,136000,189.99,66.24,5700,0.5,7.3,349375.0000000001
PRD-1426,Kitchen Appliances,Latin America,150000,87000,141.9,50.76,10500,0.69,3.9,719970.0000000001
PRD-2745,Personal Audio,Europe,82000,68000,79.95,24.38,37800,0.79,4.5,1950546.0000000005
PRD-1734,Kitchen Appliances,North America,229000,126000,236.85,89.89,14800,0.83,4.4,1820007.9999999995
PRD-3224,Wearable Tech,North America,342000,214000,269.1,103.5,18200,0.93,5,2457920.0000000005
PRD-1248,Office Equipment,North America,70000,50000,68.37,26.4,18200,0.73,4.3,643854.0000000001
PRD-1833,Outdoor Tech,North America,209000,126000,185.25,62.72,12400,0.77,4.1,1184372
PRD-1644,Kitchen Appliances,North America,205000,136000,250.65,87.22,16800,0.83,5,2404624
PRD-1955,Kitchen Appliances,Europe,264000,138000,256.41,95.04,15400,0.84,4,2083098
PRD-3233,Outdoor Tech,Europe,200000,120000,192.78,77.7,9800,0.61,4,807784
PRD-1550,Consumer Electronics,Europe,428000,,523.95,181.35,10800,0.86,4.7,2986080.0000000005
PRD-1217,Gaming Gear,Asia-Pacific,185000,160000,183.59,71.4,25700,0.74,4.6,2538283
PRD-2995,Personal Audio,Latin America,62000,,47.49,16.84,19200,0.69,3.7,479480
PRD-3059,Health & Fitness,Middle East,124000,76000,150.12,53.04,7600,0.6,4.4,537808.0000000001
PRD-2198,Home Automation,Europe,239000,176000,258.12,92.82,19600,0.77,4.9,2824880
PRD-3034,Personal Audio,Asia-Pacific,86000,62000,58.79,21,35300,0.82,4.9,1185987
PRD-2598,Office Equipment,,78000,44000,64.5,22.08,17400,0.73,4.1,616108
PRD-1279,Smart Home,Middle East,145000,110000,240.9,82.72,8000,0.53,4.1,1010440
PRD-1416,Gaming Gear,Middle East,179000,120000,201.39,79.2,6300,0.5,3.5,470796.9999999999
PRD-1153,Health & Fitness,Asia-Pacific,102000,81000,98.99,30.55,29700,0.78,5,1849668
PRD-1479,Consumer Electronics,Asia-Pacific,360000,258000,338.14,134.2,19100,0.85,,3277254
PRD-1557,Office Equipment,Europe,112000,70000,80.99,36.38,13200,0.78,4.2,406851.9999999999
PRD-1928,Home Automation,Europe,234000,157000,250.95,84.63,19800,0.77,4.5,2902136
PRD-3131,Consumer Electronics,North America,268000,184000,197.99,76.79,16400,0.84,4.4,1535680
PRD-1669,Smart Home,Middle East,190000,122000,214.62,88,7600,0.53,3.7,650312
